StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
D0         d          40.0       50.0       0.0        0.0        240.0      0.0        
S0         f          40.0       50.0       0.0        0.0        240.0      0.0        
S1         f          73.0       52.0       0.0        0.0        240.0      0.0        
S2         f          90.0       55.0       0.0        0.0        240.0      0.0        
S3         f          55.0       79.0       0.0        0.0        240.0      0.0        
S4         f          69.0       89.0       0.0        0.0        240.0      0.0        
S5         f          32.0       80.0       0.0        0.0        240.0      0.0        
S6         f          39.0       96.0       0.0        0.0        240.0      0.0        
S7         f          23.0       80.0       0.0        0.0        240.0      0.0        
S8         f          4.0        83.0       0.0        0.0        240.0      0.0        
S9         f          18.0       58.0       0.0        0.0        240.0      0.0        
S10        f          1.0        56.0       0.0        0.0        240.0      0.0        
S11        f          13.0       31.0       0.0        0.0        240.0      0.0        
S12        f          -5.0       38.0       0.0        0.0        240.0      0.0        
S13        f          26.0       37.0       0.0        0.0        240.0      0.0        
S14        f          28.0       13.0       0.0        0.0        240.0      0.0        
S15        f          39.0       31.0       0.0        0.0        240.0      0.0        
S16        f          48.0       11.0       0.0        0.0        240.0      0.0        
S17        f          59.0       17.0       0.0        0.0        240.0      0.0        
S18        f          73.0       23.0       0.0        0.0        240.0      0.0        
S19        f          74.0       32.0       0.0        0.0        240.0      0.0        
S20        f          90.0       44.0       0.0        0.0        240.0      0.0        
C1         c          25.0       85.0       20.0       131.0      191.0      10.0       
C2         c          22.0       75.0       30.0       69.0       129.0      10.0       
C3         c          22.0       85.0       10.0       98.0       158.0      10.0       
C4         c          20.0       80.0       40.0       46.0       106.0      10.0       
C5         c          20.0       85.0       20.0       124.0      184.0      10.0       
C6         c          18.0       75.0       20.0       90.0       150.0      10.0       
C7         c          15.0       75.0       20.0       87.0       147.0      10.0       
C8         c          15.0       80.0       10.0       80.0       140.0      10.0       
C9         c          10.0       35.0       20.0       108.0      168.0      10.0       
C10        c          10.0       40.0       30.0       74.0       134.0      10.0       
C11        c          8.0        40.0       40.0       71.0       131.0      10.0       
C12        c          8.0        45.0       20.0       96.0       156.0      10.0       
C13        c          5.0        35.0       10.0       39.0       99.0       10.0       
C14        c          5.0        45.0       10.0       36.0       96.0       10.0       
C15        c          2.0        40.0       20.0       88.0       148.0      10.0       
C16        c          0.0        40.0       20.0       128.0      188.0      10.0       
C17        c          0.0        45.0       20.0       129.0      189.0      10.0       
C18        c          44.0       5.0        20.0       64.0       124.0      10.0       
C19        c          42.0       10.0       40.0       48.0       108.0      10.0       
C20        c          42.0       15.0       10.0       104.0      164.0      10.0       
C21        c          40.0       5.0        10.0       125.0      185.0      10.0       
C22        c          40.0       15.0       40.0       91.0       151.0      10.0       
C23        c          38.0       5.0        30.0       74.0       134.0      10.0       
C24        c          38.0       15.0       10.0       93.0       153.0      10.0       
C25        c          35.0       5.0        20.0       96.0       156.0      10.0       
C26        c          95.0       30.0       30.0       88.0       148.0      10.0       
C27        c          95.0       35.0       20.0       112.0      172.0      10.0       
C28        c          92.0       30.0       10.0       114.0      174.0      10.0       
C29        c          90.0       35.0       10.0       113.0      173.0      10.0       
C30        c          88.0       30.0       10.0       114.0      174.0      10.0       
C31        c          88.0       35.0       20.0       87.0       147.0      10.0       
C32        c          87.0       30.0       10.0       67.0       127.0      10.0       
C33        c          85.0       25.0       10.0       84.0       144.0      10.0       
C34        c          85.0       35.0       30.0       122.0      182.0      10.0       
C35        c          67.0       85.0       20.0       125.0      185.0      10.0       
C36        c          65.0       85.0       40.0       57.0       117.0      10.0       
C37        c          65.0       82.0       10.0       56.0       116.0      10.0       
C38        c          62.0       80.0       30.0       75.0       135.0      10.0       
C39        c          60.0       80.0       10.0       85.0       145.0      10.0       
C40        c          60.0       85.0       30.0       129.0      189.0      10.0       
C41        c          58.0       75.0       20.0       95.0       155.0      10.0       
C42        c          55.0       80.0       10.0       34.0       94.0       10.0       
C43        c          55.0       85.0       20.0       92.0       152.0      10.0       
C44        c          55.0       82.0       10.0       36.0       96.0       10.0       
C45        c          20.0       82.0       10.0       38.0       98.0       10.0       
C46        c          18.0       80.0       10.0       114.0      174.0      10.0       
C47        c          2.0        45.0       10.0       49.0       109.0      10.0       
C48        c          42.0       5.0        10.0       124.0      184.0      10.0       
C49        c          42.0       12.0       10.0       70.0       130.0      10.0       
C50        c          72.0       35.0       30.0       134.0      194.0      10.0       
C51        c          55.0       20.0       19.0       134.0      194.0      10.0       
C52        c          25.0       30.0       3.0        43.0       103.0      10.0       
C53        c          20.0       50.0       5.0        20.0       80.0       10.0       
C54        c          55.0       60.0       16.0       151.0      211.0      10.0       
C55        c          30.0       60.0       16.0       15.0       75.0       10.0       
C56        c          50.0       35.0       19.0       118.0      178.0      10.0       
C57        c          30.0       25.0       23.0       27.0       87.0       10.0       
C58        c          15.0       10.0       20.0       56.0       116.0      10.0       
C59        c          10.0       20.0       19.0       50.0       110.0      10.0       
C60        c          15.0       60.0       17.0       143.0      203.0      10.0       
C61        c          45.0       65.0       9.0        154.0      214.0      10.0       
C62        c          65.0       35.0       3.0        30.0       90.0       10.0       
C63        c          65.0       20.0       6.0        46.0       106.0      10.0       
C64        c          45.0       30.0       17.0       50.0       110.0      10.0       
C65        c          35.0       40.0       16.0       16.0       76.0       10.0       
C66        c          41.0       37.0       16.0       14.0       74.0       10.0       
C67        c          64.0       42.0       9.0        144.0      204.0      10.0       
C68        c          40.0       60.0       21.0       84.0       144.0      10.0       
C69        c          31.0       52.0       27.0       10.0       70.0       10.0       
C70        c          35.0       69.0       23.0       68.0       128.0      10.0       
C71        c          65.0       55.0       14.0       35.0       95.0       10.0       
C72        c          63.0       65.0       8.0        91.0       151.0      10.0       
C73        c          2.0        60.0       5.0        80.0       140.0      10.0       
C74        c          20.0       20.0       8.0        104.0      164.0      10.0       
C75        c          5.0        5.0        16.0       65.0       125.0      10.0       
C76        c          60.0       12.0       31.0       55.0       115.0      10.0       
C77        c          23.0       3.0        7.0        75.0       135.0      10.0       
C78        c          8.0        56.0       27.0       62.0       122.0      10.0       
C79        c          6.0        68.0       30.0       39.0       99.0       10.0       
