StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
D0         d          40.0       50.0       0.0        0.0        3390.0     0.0        
S0         f          40.0       50.0       0.0        0.0        3390.0     0.0        
S1         f          73.0       52.0       0.0        0.0        3390.0     0.0        
S2         f          90.0       55.0       0.0        0.0        3390.0     0.0        
S3         f          55.0       79.0       0.0        0.0        3390.0     0.0        
S4         f          69.0       89.0       0.0        0.0        3390.0     0.0        
S5         f          32.0       80.0       0.0        0.0        3390.0     0.0        
S6         f          39.0       96.0       0.0        0.0        3390.0     0.0        
S7         f          23.0       80.0       0.0        0.0        3390.0     0.0        
S8         f          4.0        83.0       0.0        0.0        3390.0     0.0        
S9         f          18.0       58.0       0.0        0.0        3390.0     0.0        
S10        f          1.0        56.0       0.0        0.0        3390.0     0.0        
S11        f          13.0       31.0       0.0        0.0        3390.0     0.0        
S12        f          -5.0       38.0       0.0        0.0        3390.0     0.0        
S13        f          26.0       37.0       0.0        0.0        3390.0     0.0        
S14        f          28.0       13.0       0.0        0.0        3390.0     0.0        
S15        f          39.0       31.0       0.0        0.0        3390.0     0.0        
S16        f          48.0       11.0       0.0        0.0        3390.0     0.0        
S17        f          59.0       17.0       0.0        0.0        3390.0     0.0        
S18        f          73.0       23.0       0.0        0.0        3390.0     0.0        
S19        f          74.0       32.0       0.0        0.0        3390.0     0.0        
S20        f          90.0       44.0       0.0        0.0        3390.0     0.0        
C1         c          52.0       75.0       10.0       804.0      1328.0     90.0       
C2         c          45.0       70.0       30.0       935.0      1393.0     90.0       
C3         c          62.0       69.0       10.0       30.0       599.0      90.0       
C4         c          60.0       66.0       10.0       26.0       622.0      90.0       
C5         c          42.0       65.0       10.0       1036.0     1668.0     90.0       
C6         c          16.0       42.0       20.0       2377.0     2871.0     90.0       
C7         c          58.0       70.0       20.0       44.0       564.0      90.0       
C8         c          34.0       60.0       20.0       12.0       578.0      90.0       
C9         c          28.0       70.0       10.0       24.0       706.0      90.0       
C10        c          35.0       66.0       10.0       17.0       568.0      90.0       
C11        c          35.0       69.0       10.0       20.0       614.0      90.0       
C12        c          25.0       85.0       20.0       366.0      810.0      90.0       
C13        c          22.0       75.0       30.0       129.0      663.0      90.0       
C14        c          22.0       85.0       10.0       413.0      949.0      90.0       
C15        c          20.0       80.0       40.0       301.0      681.0      90.0       
C16        c          20.0       85.0       40.0       529.0      1017.0     90.0       
C17        c          18.0       75.0       20.0       735.0      1381.0     90.0       
C18        c          15.0       75.0       20.0       776.0      1154.0     90.0       
C19        c          15.0       80.0       10.0       626.0      1114.0     90.0       
C20        c          30.0       50.0       10.0       2792.0     3290.0     90.0       
C21        c          30.0       56.0       20.0       2772.0     3288.0     90.0       
C22        c          28.0       52.0       20.0       2793.0     3287.0     90.0       
C23        c          14.0       66.0       10.0       1018.0     1494.0     90.0       
C24        c          25.0       50.0       10.0       2728.0     3282.0     90.0       
C25        c          22.0       66.0       40.0       850.0      1466.0     90.0       
C26        c          8.0        62.0       10.0       1057.0     1651.0     90.0       
C27        c          23.0       52.0       10.0       2712.0     3112.0     90.0       
C28        c          4.0        55.0       20.0       1373.0     1973.0     90.0       
C29        c          20.0       50.0       10.0       2505.0     2939.0     90.0       
