StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
D0         d          40.0       50.0       0.0        0.0        1236.0     0.0        
S0         f          40.0       50.0       0.0        0.0        1236.0     0.0        
S1         f          73.0       52.0       0.0        0.0        1236.0     0.0        
S2         f          90.0       55.0       0.0        0.0        1236.0     0.0        
S3         f          55.0       79.0       0.0        0.0        1236.0     0.0        
S4         f          69.0       89.0       0.0        0.0        1236.0     0.0        
S5         f          32.0       80.0       0.0        0.0        1236.0     0.0        
S6         f          39.0       96.0       0.0        0.0        1236.0     0.0        
S7         f          23.0       80.0       0.0        0.0        1236.0     0.0        
S8         f          4.0        83.0       0.0        0.0        1236.0     0.0        
S9         f          18.0       58.0       0.0        0.0        1236.0     0.0        
S10        f          1.0        56.0       0.0        0.0        1236.0     0.0        
S11        f          13.0       31.0       0.0        0.0        1236.0     0.0        
S12        f          -5.0       38.0       0.0        0.0        1236.0     0.0        
S13        f          26.0       37.0       0.0        0.0        1236.0     0.0        
S14        f          28.0       13.0       0.0        0.0        1236.0     0.0        
S15        f          39.0       31.0       0.0        0.0        1236.0     0.0        
S16        f          48.0       11.0       0.0        0.0        1236.0     0.0        
S17        f          59.0       17.0       0.0        0.0        1236.0     0.0        
S18        f          73.0       23.0       0.0        0.0        1236.0     0.0        
S19        f          74.0       32.0       0.0        0.0        1236.0     0.0        
S20        f          90.0       44.0       0.0        0.0        1236.0     0.0        
C1         c          45.0       68.0       10.0       19.0       379.0      90.0       
C2         c          45.0       70.0       30.0       346.0      706.0      90.0       
C3         c          42.0       66.0       10.0       717.0      1077.0     90.0       
C4         c          42.0       68.0       10.0       440.0      800.0      90.0       
C5         c          42.0       65.0       10.0       770.0      1130.0     90.0       
C6         c          40.0       69.0       20.0       532.0      892.0      90.0       
C7         c          40.0       66.0       20.0       625.0      985.0      90.0       
C8         c          38.0       68.0       20.0       767.0      1127.0     90.0       
C9         c          38.0       70.0       10.0       765.0      1125.0     90.0       
C10        c          35.0       66.0       10.0       632.0      992.0      90.0       
C11        c          35.0       69.0       10.0       725.0      1085.0     90.0       
C12        c          25.0       85.0       20.0       39.0       399.0      90.0       
C13        c          22.0       75.0       30.0       755.0      1115.0     90.0       
C14        c          22.0       85.0       10.0       115.0      475.0      90.0       
C15        c          20.0       80.0       40.0       587.0      947.0      90.0       
C16        c          20.0       85.0       40.0       207.0      567.0      90.0       
C17        c          18.0       75.0       20.0       492.0      852.0      90.0       
C18        c          15.0       75.0       20.0       399.0      759.0      90.0       
C19        c          15.0       80.0       10.0       304.0      664.0      90.0       
C20        c          30.0       50.0       10.0       10.0       370.0      90.0       
C21        c          30.0       52.0       20.0       11.0       371.0      90.0       
C22        c          28.0       52.0       20.0       13.0       373.0      90.0       
C23        c          28.0       55.0       10.0       13.0       373.0      90.0       
C24        c          25.0       50.0       10.0       15.0       375.0      90.0       
C25        c          25.0       52.0       40.0       16.0       376.0      90.0       
C26        c          25.0       55.0       10.0       528.0      888.0      90.0       
C27        c          23.0       52.0       10.0       107.0      467.0      90.0       
C28        c          23.0       55.0       20.0       294.0      654.0      90.0       
C29        c          20.0       50.0       10.0       20.0       380.0      90.0       
C30        c          20.0       55.0       10.0       201.0      561.0      90.0       
